
14:45:04 08.10| Пользователь @Kinoki445 Kinoki запросил excel 07.10.2023!
14:45:06 08.10| Пользователь @Kinoki445 Kinoki запросил excel 06.10.2023!
14:45:07 08.10| Пользователь @Kinoki445 Kinoki запросил excel 05.10.2023!
14:45:09 08.10| Пользователь @Kinoki445 Kinoki запросил excel 10.10.2023!
14:46:50 08.10| Подключен к SQLite3
14:46:50 08.10| Бот запущен
14:46:54 08.10| Пользователь @Kinoki445 Kinoki узнал преподов!
14:51:37 08.10| Подключен к SQLite3
14:51:37 08.10| Бот запущен
14:52:01 08.10| Подключен к SQLite3
14:52:02 08.10| Бот запущен
14:54:35 08.10| Подключен к SQLite3
14:54:36 08.10| Бот запущен
14:55:42 08.10| Подключен к SQLite3
14:55:43 08.10| Бот запущен
14:57:42 08.10| Пользователь @Kinoki445 Kinoki узнал преподов!
14:57:47 08.10| Пользователь @Kinoki445 Kinoki узнал о боте
15:02:36 08.10| Подключен к SQLite3
15:02:37 08.10| Бот запущен
15:02:39 08.10| Пользователь @Kinoki445 Kinoki запросил 3ис6 10.10.2023!
15:03:10 08.10| Подключен к SQLite3
15:03:10 08.10| Бот запущен
15:03:29 08.10| Пользователь @Kinoki445 Kinoki запросил 3ис6 05.10.2023!
15:03:32 08.10| Пользователь @Kinoki445 Kinoki запросил 3ис6 06.10.2023!
15:03:34 08.10| Пользователь @Kinoki445 Kinoki запросил 3ис6 07.10.2023!
15:03:35 08.10| Пользователь @Kinoki445 Kinoki запросил 3ис6 10.10.2023!
15:03:38 08.10| Пользователь @Kinoki445 Kinoki запросил 3ис6 09.10.2023!
15:04:36 08.10| Пользователь @Kinoki445 Kinoki запросил 3ис6 05.10.2023!
15:04:47 08.10| Подключен к SQLite3
15:04:48 08.10| Бот запущен
15:21:09 08.10| Подключен к SQLite3
15:21:10 08.10| Бот запущен
15:22:55 08.10| Подключен к SQLite3
15:23:01 08.10| Бот запущен
15:25:56 08.10| Подключен к SQLite3
15:26:00 08.10| Бот запущен
15:27:00 08.10| Подключен к SQLite3
15:27:01 08.10| Бот запущен
15:28:26 08.10| Подключен к SQLite3
15:28:27 08.10| Бот запущен
15:28:44 08.10| Подключен к SQLite3
15:28:45 08.10| Бот запущен
15:30:24 08.10| Подключен к SQLite3
15:30:25 08.10| Бот запущен
15:30:40 08.10| Подключен к SQLite3
15:30:41 08.10| Бот запущен
15:32:01 08.10| Подключен к SQLite3
15:32:01 08.10| Бот запущен
15:32:09 08.10| Пользователь @Kinoki445 Kinoki написал admni
15:34:22 08.10| Подключен к SQLite3
15:34:22 08.10| Бот запущен
15:34:38 08.10| Подключен к SQLite3
15:34:38 08.10| Бот запущен
15:36:40 08.10| Подключен к SQLite3
15:36:41 08.10| Бот запущен
15:36:42 08.10| Пользователь @kikoki445 ... написал admin
16:13:12 08.10| Подключен к SQLite3
16:13:13 08.10| Бот запущен
16:13:48 08.10| Подключен к SQLite3
16:13:49 08.10| Бот запущен
16:14:12 08.10| Пользователь @Kinoki445 Kinoki написал qwe
16:14:43 08.10| Подключен к SQLite3
16:14:43 08.10| Бот запущен
16:15:59 08.10| Подключен к SQLite3
16:16:00 08.10| Бот запущен
16:16:14 08.10| Пользователь @Kinoki445 Kinoki написал asdasdqwe
16:20:30 08.10| Подключен к SQLite3
16:20:30 08.10| Бот запущен
16:21:53 08.10| Подключен к SQLite3
16:21:54 08.10| Бот запущен
16:22:04 08.10| Подключен к SQLite3
16:22:05 08.10| Бот запущен
16:22:48 08.10| Подключен к SQLite3
16:22:48 08.10| Бот запущен
16:23:07 08.10| Подключен к SQLite3
16:23:08 08.10| Бот запущен
16:23:48 08.10| Подключен к SQLite3
16:23:49 08.10| Бот запущен
16:24:46 08.10| Подключен к SQLite3
16:24:46 08.10| Бот запущен
16:25:29 08.10| Подключен к SQLite3
16:25:30 08.10| Бот запущен
16:25:53 08.10| Подключен к SQLite3
16:25:53 08.10| Бот запущен
16:26:15 08.10| Подключен к SQLite3
16:26:16 08.10| Бот запущен
16:26:29 08.10| Подключен к SQLite3
16:26:29 08.10| Бот запущен
16:26:34 08.10| Пользователь @Kinoki445 Kinoki написал 3псо12
16:26:44 08.10| Подключен к SQLite3
16:26:45 08.10| Бот запущен
16:27:55 08.10| Подключен к SQLite3
16:27:56 08.10| Бот запущен
16:28:34 08.10| Подключен к SQLite3
16:28:35 08.10| Бот запущен
16:28:58 08.10| Подключен к SQLite3
16:28:59 08.10| Бот запущен
16:29:59 08.10| Подключен к SQLite3
16:30:00 08.10| Бот запущен
16:30:38 08.10| Подключен к SQLite3
16:30:38 08.10| Бот запущен
16:32:39 08.10| Подключен к SQLite3
16:32:39 08.10| Бот запущен
16:33:00 08.10| Подключен к SQLite3
16:33:00 08.10| Бот запущен
16:33:15 08.10| Пользователь @Kinoki445 Kinoki запросил 3псо12 10.10.2023!
16:33:27 08.10| Пользователь @Kinoki445 Kinoki запросил 3псо12 09.10.2023!
16:33:58 08.10| Пользователь @Kinoki445 Kinoki запросил 2ис6 10.10.2023!
16:34:14 08.10| Пользователь @Kinoki445 Kinoki запросил 3р5 10.10.2023!
16:34:22 08.10| Пользователь @Kinoki445 Kinoki запросил 3р5 09.10.2023!
16:34:42 08.10| Пользователь @Kinoki445 Kinoki запросил йцу 09.10.2023!
16:34:48 08.10| Пользователь @Kinoki445 Kinoki запросил йцу 10.10.2023!
16:38:05 08.10| Подключен к SQLite3
16:38:05 08.10| Бот запущен
16:39:59 08.10| Подключен к SQLite3
16:39:59 08.10| Бот запущен
16:40:21 08.10| Подключен к SQLite3
16:40:21 08.10| Бот запущен
16:41:03 08.10| Подключен к SQLite3
16:41:03 08.10| Бот запущен
16:42:33 08.10| Подключен к SQLite3
16:42:33 08.10| Бот запущен
16:42:48 08.10| Пользователь @Kinoki445 Kinoki запросил teacher 10.10.2023!
16:43:04 08.10| Пользователь @Kinoki445 Kinoki запросил teacher 05.10.2023!
16:43:36 08.10| Подключен к SQLite3
16:43:36 08.10| Бот запущен
16:43:38 08.10| Пользователь @Kinoki445 Kinoki запросил teacher 05.10.2023!
16:44:24 08.10| Пользователь @Kinoki445 Kinoki запросил teacher 07.10.2023!
16:44:49 08.10| Подключен к SQLite3
16:44:50 08.10| Бот запущен
16:44:56 08.10| Пользователь @Kinoki445 Kinoki запросил teacher 10.10.2023!
16:45:03 08.10| Пользователь @Kinoki445 Kinoki запросил teacher 09.10.2023!
16:46:05 08.10| Подключен к SQLite3
16:46:05 08.10| Бот запущен
16:46:49 08.10| Подключен к SQLite3
16:46:49 08.10| Бот запущен
16:47:40 08.10| Пользователь @Kinoki445 Kinoki запросил teacher 10.10.2023!
16:47:41 08.10| Пользователь @Kinoki445 Kinoki запросил teacher 06.10.2023!
16:47:42 08.10| Пользователь @Kinoki445 Kinoki запросил teacher 07.10.2023!
16:47:42 08.10| Пользователь @Kinoki445 Kinoki запросил teacher 06.10.2023!
16:47:43 08.10| Пользователь @Kinoki445 Kinoki запросил teacher 07.10.2023!
16:47:44 08.10| Пользователь @Kinoki445 Kinoki запросил teacher 05.10.2023!
16:48:17 08.10| Подключен к SQLite3
16:48:17 08.10| Бот запущен
16:49:02 08.10| Подключен к SQLite3
16:49:03 08.10| Бот запущен
16:49:14 08.10| Пользователь @Kinoki445 Kinoki запросил teacher 10.10.2023!
16:49:17 08.10| Пользователь @Kinoki445 Kinoki запросил teacher 07.10.2023!
16:49:20 08.10| Пользователь @Kinoki445 Kinoki запросил teacher 05.10.2023!
16:49:44 08.10| Подключен к SQLite3
16:49:45 08.10| Бот запущен
16:49:47 08.10| Пользователь @Kinoki445 Kinoki запросил Зятикова ТЮ 05.10.2023!
16:49:49 08.10| Пользователь @Kinoki445 Kinoki запросил Зятикова ТЮ 07.10.2023!
16:49:53 08.10| Пользователь @Kinoki445 Kinoki запросил Зятикова ТЮ 10.10.2023!
16:51:53 08.10| Пользователь @Kinoki445 Kinoki запросил 3ис6 05.10.2023!
16:52:04 08.10| Пользователь @Kinoki445 Kinoki запросил 2р5 10.10.2023!
16:52:09 08.10| Пользователь @Kinoki445 Kinoki запросил 2р5 09.10.2023!
16:52:19 08.10| Пользователь @Kinoki445 Kinoki запросил excel 10.10.2023!
16:52:20 08.10| Пользователь @Kinoki445 Kinoki запросил excel 09.10.2023!
16:52:22 08.10| Пользователь @Kinoki445 Kinoki запросил excel 07.10.2023!
16:52:33 08.10| Пользователь @Kinoki445 Kinoki узнал о боте
17:20:03 08.10| Подключен к SQLite3
17:20:03 08.10| Бот запущен
17:20:14 08.10| Пользователь @Kinoki445 Kinoki узнал преподов!
17:21:56 08.10| Подключен к SQLite3
17:21:56 08.10| Бот запущен
17:22:24 08.10| Пользователь @Kinoki445 Kinoki узнал о боте
17:22:29 08.10| Пользователь @Kinoki445 Kinoki узнал преподов!
17:22:36 08.10| Пользователь @Kinoki445 Kinoki написал asd
17:29:18 08.10| Подключен к SQLite3
17:29:19 08.10| Бот запущен
17:29:46 08.10| Пользователь @kikoki445 ... запросил 3псо12 10.10.2023!
17:33:00 08.10| Подключен к SQLite3
17:33:00 08.10| Бот запущен
17:33:06 08.10| Пользователь @kikoki445 ... узнал о боте
17:33:27 08.10| Подключен к SQLite3
17:33:28 08.10| Бот запущен
17:33:30 08.10| Пользователь @kikoki445 ... узнал о боте
17:49:02 08.10| Подключен к SQLite3
17:49:03 08.10| Бот запущен
17:49:13 08.10| Подключен к SQLite3
17:49:13 08.10| Бот запущен
17:53:22 08.10| Пользователь @Kinoki445 Kinoki написал .ьутг
17:53:49 08.10| Пользователь @Kinoki445 Kinoki запросил 2ис6 10.10.2023!
17:53:56 08.10| Пользователь @Kinoki445 Kinoki узнал преподов!
17:56:45 08.10| Подключен к SQLite3
17:56:45 08.10| Бот запущен
17:57:37 08.10| Пользователь @Kinoki445 Kinoki узнал преподов!
17:57:39 08.10| Пользователь @Kinoki445 Kinoki узнал о боте
17:58:04 08.10| Пользователь @Kinoki445 Kinoki запросил Зятикова ТЮ 10.10.2023!
17:58:07 08.10| Пользователь @Kinoki445 Kinoki запросил 3ИС6 10.10.2023!
17:58:16 08.10| Пользователь @Kinoki445 Kinoki запросил 3псо12 10.10.2023!
18:01:09 08.10| Подключен к SQLite3
18:01:09 08.10| Бот запущен
18:01:16 08.10| Пользователь @None None запросил 3ИС6 10.10.2023!
18:01:22 08.10| Пользователь @None None запросил 3ИС6 09.10.2023!
18:01:25 08.10| Пользователь @Kinoki445 Kinoki узнал преподов!
18:01:56 08.10| Подключен к SQLite3
18:01:56 08.10| Бот запущен
18:01:56 08.10| Пользователь None мария зарегестрировался!
18:04:29 08.10| Пользователь @None мария запросил 3ис6 10.10.2023!
18:04:52 08.10| Пользователь @None мария запросил 3ис6 05.10.2023!
18:07:22 08.10| Пользователь @kikoki445 ... написал asd
18:07:25 08.10| Пользователь @kikoki445 ... написал qwe
18:01:56 08.10| Пользователь kikoki445 ... зарегестрировался!
19:21:44 08.10| Подключен к SQLite3
19:21:45 08.10| Бот запущен
19:21:57 08.10| Пользователь @Kinoki445 Kinoki узнал преподов!
19:27:31 08.10| Подключен к SQLite3
19:27:31 08.10| Бот запущен
18:02:46 09.10| Подключен к SQLite3
18:02:47 09.10| Бот запущен
18:02:50 09.10| Пользователь @Kinoki445 Kinoki написал фыв
18:02:54 09.10| Пользователь @Kinoki445 Kinoki узнал о боте
18:02:57 09.10| Пользователь @Kinoki445 Kinoki узнал о боте
18:05:05 09.10| Подключен к SQLite3
18:05:06 09.10| Бот запущен
18:10:21 09.10| Подключен к SQLite3
18:10:21 09.10| Бот запущен
18:11:45 09.10| Подключен к SQLite3
18:11:46 09.10| Бот запущен
18:11:54 09.10| Пользователь @Kinoki445 Kinoki написал asd
18:12:00 09.10| Пользователь @Kinoki445 Kinoki написал asd
18:12:07 09.10| Пользователь @Kinoki445 Kinoki написал asd
18:12:09 09.10| Пользователь @Kinoki445 Kinoki узнал о боте
18:12:15 09.10| Пользователь @Kinoki445 Kinoki написал aasd
18:12:18 09.10| Пользователь @Kinoki445 Kinoki узнал преподов!
01:07:33 10.10| Подключен к SQLite3
01:07:34 10.10| Бот запущен
01:07:36 10.10| Пользователь @Kinoki445 Kinoki написал asd
01:08:04 10.10| Подключен к SQLite3
01:08:05 10.10| Бот запущен
01:09:37 10.10| Подключен к SQLite3
01:09:38 10.10| Бот запущен
01:09:50 10.10| Пользователь Kinoki445 Kinoki запросил у OpenAI: Как звать Пушкина?
01:11:16 10.10| Подключен к SQLite3
01:11:16 10.10| Бот запущен
01:11:26 10.10| Пользователь Kinoki445 Kinoki запросил у OpenAI: Как звать Пушкина?
01:11:49 10.10| Подключен к SQLite3
01:11:50 10.10| Бот запущен
01:11:57 10.10| Пользователь Kinoki445 Kinoki запросил у OpenAI: Как звать Пушкина?
01:12:17 10.10| Пользователь Kinoki445 Kinoki запросил у OpenAI: кто такой Пушкина?
01:13:17 10.10| Пользователь @universaljet lxve mentally ill wxmen написал Привет хуйло
01:13:23 10.10| Пользователь @universaljet lxve mentally ill wxmen написал 📒О боте📒
01:13:26 10.10| Пользователь @universaljet lxve mentally ill wxmen написал 📋Пары📋
01:13:28 10.10| Пользователь @universaljet lxve mentally ill wxmen написал 👥Преподы👥
01:11:49 10.10| Пользователь universaljet lxve mentally ill wxmen зарегестрировался!
01:14:05 10.10| Пользователь universaljet lxve mentally ill wxmen запросил у OpenAI: Привет гандон с твоей матерью у меня завтра плотские утехи намечаются не плачь
01:14:39 10.10| Пользователь @universaljet lxve mentally ill wxmen написал Какой праздник
01:16:36 10.10| Подключен к SQLite3
01:16:37 10.10| Бот запущен
01:16:53 10.10| Пользователь Kinoki445 Kinoki запросил у OpenAI: Расскажи про колледж NTTEK
01:18:48 10.10| Подключен к SQLite3
01:18:48 10.10| Бот запущен
01:19:03 10.10| Пользователь Kinoki445 Kinoki запросил у OpenAI: Что такое osu
01:19:18 10.10| Подключен к SQLite3
01:19:19 10.10| Бот запущен
01:19:27 10.10| Пользователь @Kinoki445 Kinoki написал Что такое osu
01:19:30 10.10| Пользователь Kinoki445 Kinoki запросил у OpenAI: Что такое osu
01:21:24 10.10| Подключен к SQLite3
01:21:25 10.10| Бот запущен
01:21:40 10.10| Пользователь Kinoki445 Kinoki запросил у OpenAI: Назови 10 аниме
01:22:57 10.10| Пользователь Kinoki445 Kinoki запросил у OpenAI: Кто такой Илья Exile
01:23:15 10.10| Пользователь Kinoki445 Kinoki запросил у OpenAI: Кто такой Илья Exile
01:23:49 10.10| Пользователь Kinoki445 Kinoki запросил у OpenAI: Посоветуй карты для игры в осу
01:24:58 10.10| Пользователь Kinoki445 Kinoki запросил у OpenAI: Контрольные вопросы
1. Для чего предназначена платформа Postman?
2. Что представляет собой REST?
3. Какие HTTP-методы наиболее часто используются в
REST-запросах?
4. В чем заключается отличительная особенность метода GET?
5. Что такое API?
6. Что объединяют в себе коллекции в Postman?
7. Как можно использовать переменную коллекции в Postman?
8. Какими способами можно создать запрос GET параметрами?
9. Зачем нужны сниппеты?
10. Как запустить сразу несколько запросов вместе с тестами?
11. Перечислите информацию, необходимую тестировщику для
начала тестирования API.
12. В чем состоит разница методов POST и PUT?
18:47:14 12.10| Подключен к SQLite3
18:47:15 12.10| Бот запущен
18:48:09 12.10| Пользователь @Kinoki445 Kinoki узнал о боте
18:48:50 12.10| Подключен к SQLite3
18:48:50 12.10| Бот запущен
18:49:04 12.10| Пользователь @kikoki445 ... узнал о боте
18:53:42 12.10| Подключен к SQLite3
18:53:43 12.10| Бот запущен
18:53:45 12.10| Пользователь @kikoki445 ... написал asd
18:53:52 12.10| Пользователь @kikoki445 ... узнал о боте
18:53:54 12.10| Пользователь @kikoki445 ... узнал о боте
18:53:57 12.10| Пользователь @kikoki445 ... узнал о боте
18:54:11 12.10| Пользователь @Kinoki445 Kinoki написал asd
18:55:20 12.10| Подключен к SQLite3
18:55:20 12.10| Бот запущен
18:55:33 12.10| Пользователь @Kinoki445 Kinoki узнал о боте
18:56:43 12.10| Пользователь @Kinoki445 Kinoki узнал о боте
18:57:08 12.10| Подключен к SQLite3
18:57:09 12.10| Бот запущен
18:57:21 12.10| Пользователь @Kinoki445 Kinoki узнал о боте
18:57:35 12.10| Пользователь Kinoki445 Kinoki запросил у OpenAI: Сиськи
18:57:48 12.10| Пользователь Kinoki445 Kinoki запросил у OpenAI: Что такое сиськи
03:38:28 18.12| Подключен к SQLite3
03:38:29 18.12| Бот запущен
03:40:43 18.12| Подключен к SQLite3
03:40:44 18.12| Бот запущен
03:42:33 18.12| Подключен к SQLite3
03:42:34 18.12| Бот запущен
03:43:03 18.12| Подключен к SQLite3
03:43:03 18.12| Бот запущен
03:43:24 18.12| Подключен к SQLite3
03:43:25 18.12| Бот запущен
03:50:22 18.12| Подключен к SQLite3
03:50:48 18.12| Подключен к SQLite3
03:51:29 18.12| Подключен к SQLite3
03:51:44 18.12| Подключен к SQLite3
03:51:44 18.12| Бот запущен
03:52:42 18.12| Подключен к SQLite3
03:52:43 18.12| Бот запущен
03:53:20 18.12| Подключен к SQLite3
03:53:21 18.12| Бот запущен
03:53:41 18.12| Подключен к SQLite3
03:53:42 18.12| Бот запущен
03:53:41 18.12| Пользователь asd None зарегестрировался!
03:53:41 18.12| Пользователь kikoki445 ... зарегестрировался!
03:56:14 18.12| Подключен к SQLite3
03:56:15 18.12| Бот запущен
03:58:27 18.12| Подключен к SQLite3
03:58:28 18.12| Бот запущен
03:59:28 18.12| Подключен к SQLite3
03:59:28 18.12| Бот запущен
03:59:38 18.12| Пользователь @None None запросил 3ИС6 19.12.2023!
04:00:05 18.12| Подключен к SQLite3
04:00:06 18.12| Бот запущен
04:01:48 18.12| Подключен к SQLite3
04:01:48 18.12| Бот запущен
04:01:53 18.12| Пользователь @None None запросил 3ИС6 19.12.2023!
04:02:08 18.12| Подключен к SQLite3
04:02:09 18.12| Бот запущен
04:02:12 18.12| Пользователь @None None запросил 3ИС6 19.12.2023!
04:14:56 18.12| Подключен к SQLite3
04:14:57 18.12| Бот запущен
04:15:07 18.12| Пользователь @None None запросил 3ИС6 19.12.2023!
04:15:12 18.12| Пользователь @None None запросил 3ИС6 18.12.2023!
04:15:15 18.12| Пользователь @None None запросил 3ИС6 16.12.2023!
04:15:25 18.12| Подключен к SQLite3
04:15:25 18.12| Бот запущен
04:15:27 18.12| Пользователь @None None запросил 3ИС6 19.12.2023!
04:15:29 18.12| Пользователь @None None запросил 3ИС6 18.12.2023!
04:15:58 18.12| Пользователь @None None запросил 3ИС6 19.12.2023!
04:16:38 18.12| Подключен к SQLite3
04:16:39 18.12| Бот запущен
04:16:45 18.12| Пользователь @None None запросил 3ИС6 19.12.2023!
04:16:53 18.12| Пользователь @None None запросил 3ИС6 18.12.2023!
04:16:58 18.12| Пользователь @None None запросил 3ИС6 16.12.2023!
04:17:03 18.12| Пользователь @None None запросил 3ИС6 19.12.2023!
04:21:35 18.12| Подключен к SQLite3
04:21:36 18.12| Бот запущен
04:23:36 18.12| Подключен к SQLite3
04:23:37 18.12| Бот запущен
04:23:36 18.12| Пользователь dest1ny1337 Артём зарегестрировался!
04:23:36 18.12| Пользователь asd None зарегестрировался!
04:31:27 18.12| Подключен к SQLite3
04:31:28 18.12| Бот запущен
04:34:53 18.12| Подключен к SQLite3
04:34:54 18.12| Бот запущен
04:35:58 18.12| Подключен к SQLite3
04:35:59 18.12| Бот запущен
04:36:25 18.12| Подключен к SQLite3
04:36:26 18.12| Бот запущен
04:36:25 18.12| Пользователь asd None зарегестрировался!
05:05:27 18.12| Пользователь @Kinoki445 Kinoki написал 4817760263339206
16:32:19 22.02| Подключен к SQLite3
16:32:20 22.02| Бот запущен
16:33:04 22.02| Подключен к SQLite3
16:33:05 22.02| Бот запущен
16:33:26 22.02| Подключен к SQLite3
16:33:27 22.02| Бот запущен
16:33:30 22.02| Пользователь @kikoki445 ... написал asd
16:35:23 22.02| Подключен к SQLite3
16:35:25 22.02| Бот запущен
16:35:27 22.02| Пользователь @Kinoki445 Kinoki написал asd
16:35:31 22.02| Пользователь @Kinoki445 Kinoki написал /shudle
16:37:28 22.02| Подключен к SQLite3
16:37:29 22.02| Бот запущен
16:37:30 22.02| Пользователь @Kinoki445 Kinoki написал /schedule
16:39:34 22.02| Подключен к SQLite3
16:39:35 22.02| Бот запущен
16:39:57 22.02| Подключен к SQLite3
16:39:58 22.02| Бот запущен
16:40:12 22.02| Подключен к SQLite3
16:40:14 22.02| Бот запущен
16:41:36 22.02| Подключен к SQLite3
16:41:37 22.02| Бот запущен
16:43:07 22.02| Подключен к SQLite3
16:43:08 22.02| Бот запущен
16:49:18 22.02| Подключен к SQLite3
16:49:20 22.02| Бот запущен
16:49:22 22.02| Пользователь @kikoki445 ... написал asd
16:49:29 22.02| Пользователь @kikoki445 ... запросил 3р5 26.02.2024!
16:49:36 22.02| Пользователь @Kinoki445 Kinoki запросил 3ИС6 26.02.2024!
16:49:57 22.02| Пользователь @Kinoki445 Kinoki запросил 3ИС6 22.02.2024!
16:50:26 22.02| Подключен к SQLite3
16:50:28 22.02| Бот запущен
16:55:36 22.02| Подключен к SQLite3
16:55:38 22.02| Бот запущен
16:56:06 22.02| Пользователь @Kinoki445 Kinoki запросил 3ИС6 20.02.2024!
16:56:52 22.02| Подключен к SQLite3
16:56:53 22.02| Бот запущен
16:56:57 22.02| Пользователь @Kinoki445 Kinoki запросил 3ИС6 20.02.2024!
